name,neighbourhood_cleansed,price_USD,latitude,longitude,property_group,accommodates,listing_url,bathrooms,bedrooms,license,host_since,host_response_time,host_response_rate,host_acceptance_rate,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,reviews_per_month
Cute & cozy King bed stay in DC house,"River Terrace, Benning, Greenway, Dupont Park",173,38.89098,-76.94863,Entire Properties,6,https://www.airbnb.com/rooms/53075198,1,2,with hosted license,2015-04-28,within an hour,100%,87%,4.88,4.94,4.94,4.97,4.97,4.54,4.91,2.13
Spacious Capitol Hill 1BR w/ Private Entrance,"Union Station, Stanton Park, Kingman Park",130,38.89689,-76.99799,Entire Properties,4,https://www.airbnb.com/rooms/53109555,1,1,with hosted license,2021-11-01,within an hour,100%,100%,4.86,4.93,4.96,4.98,4.93,4.93,4.88,5.34
Penthouse | Downtown | Capitol Views | Luxury,"Howard University, Le Droit Park, Cardozo/Shaw",348,38.91536,-77.02424,Entire Properties,4,https://www.airbnb.com/rooms/53145397,2,2,Exempt,2013-08-13,within an hour,100%,98%,4.4,4.6,4.68,4.44,4.76,4.32,4.4,0.8
Sojourn on The Hill #218,"Capitol Hill, Lincoln Park",235,38.88122761428653,-77.00200165183733,Entire Properties,5,https://www.airbnb.com/rooms/53150537,1,2,with hosted license,2015-07-29,within an hour,99%,99%,4.75,4.63,4.88,5,4.5,5,4.38,0.26
Charming Eastern Market Garden View Apartment,"Capitol Hill, Lincoln Park",135,38.88582,-76.99569,Entire Properties,3,https://www.airbnb.com/rooms/53154583,1,1,with hosted license,2012-07-13,within an hour,100%,98%,4.81,4.89,4.75,4.88,4.95,4.97,4.8,3.3
Fully Renovated Row House in Georgetown,"Georgetown, Burleith/Hillandale",399,38.91487,-77.07472,Entire Properties,6,https://www.airbnb.com/rooms/53172204,1.5,3,with hosted license,2012-05-14,within an hour,93%,98%,5,4.96,5,4.92,5,5,4.96,1.68
Cute 1bdr apt + free parking (comes w/ kitty cat),"Brightwood Park, Crestwood, Petworth",70,38.95452,-77.02407,Private room,4,https://www.airbnb.com/rooms/53184963,1,1,with both hosted and unhosted license,2010-08-04,within an hour,100%,54%,5,4.67,5,5,5,5,4.67,0.37
Barracks Row & Eastern Market Oasis Transit-Friend,"Capitol Hill, Lincoln Park",155,38.88305,-76.99291,Entire Properties,2,https://www.airbnb.com/rooms/53187754,1,1,Exempt,2021-10-25,within an hour,100%,98%,4.85,4.93,4.86,4.97,4.93,4.89,4.84,4.84
Contemporary | Downtown | Views | Luxury,"Howard University, Le Droit Park, Cardozo/Shaw",243,38.91747,-77.02487,Entire Properties,4,https://www.airbnb.com/rooms/53199892,2,2,Exempt,2013-08-13,within an hour,100%,98%,4.87,4.91,4.98,4.76,4.93,4.6,4.67,1.45
Contemporary | Downtown | Views | Luxury,"Howard University, Le Droit Park, Cardozo/Shaw",277,38.91532,-77.02437,Entire Properties,4,https://www.airbnb.com/rooms/53200076,2,2,Exempt,2013-08-13,within an hour,100%,98%,4.71,4.84,4.74,4.78,4.93,4.34,4.67,1.86
Contemporary | Downtown | Views | Luxury,"Howard University, Le Droit Park, Cardozo/Shaw",315,38.91509,-77.02186,Private room,4,https://www.airbnb.com/rooms/53200208,2,2,Exempt,2013-08-13,within an hour,100%,98%,4.63,4.77,4.97,4.77,4.91,4.51,4.6,1.1
Spacious & Airy 1-BR near Eastern Mkt/Capitol,"Capitol Hill, Lincoln Park",236,38.8869,-76.9927,Entire Properties,4,https://www.airbnb.com/rooms/53227047,1,1,with hosted license,2012-10-09,within an hour,100%,98%,4.94,5,4.9,4.99,5,4.99,4.93,3.09
Lovely 2 - bedroom unit in heart of Dupont Circle,"Dupont Circle, Connecticut Avenue/K Street",160,38.91501,-77.04097,Entire Properties,4,https://www.airbnb.com/rooms/53277515,1,2,with hosted license,2017-06-03,within an hour,100%,100%,4.83,4.89,4.91,4.89,4.83,4.89,4.77,2.24
"Blueground | Mt Vernon, gym & pool, nr Chinatown","Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",135,38.90394,-77.01724,Entire Properties,2,https://www.airbnb.com/rooms/53284614,1,1,no information,2016-12-16,within an hour,100%,97%,4.88,NA,NA,NA,NA,NA,NA,NA
Gorgeous Georgetown entire Row Home with elevator,"Georgetown, Burleith/Hillandale",725,38.90792,-77.05529,Entire Properties,4,https://www.airbnb.com/rooms/53290703,2.5,2,with unhosted license,2016-06-20,within a few hours,100%,100%,4.88,4.75,4.88,4.88,4.75,4.88,4.75,0.31
Newly renovated apt across from metro,"Capitol Hill, Lincoln Park",116,38.888,-76.97791,Entire Properties,2,https://www.airbnb.com/rooms/53316396,1,1,with both hosted and unhosted license,2014-05-15,within an hour,100%,96%,4.75,4.85,4.93,4.98,4.9,4.83,4.8,1.31
"Spacious, Modern, Private Suite in Takoma Park","Lamont Riggs, Queens Chapel, Fort Totten, Pleasant Hill",93,38.96722,-77.00438,Entire Properties,2,https://www.airbnb.com/rooms/53343785,1,1,no information,2013-06-21,N/A,N/A,100%,4.94,4.97,4.88,5,4.97,4.94,4.94,1.08
Newly renovated and decorated  2BR - Bloomingdale,"Edgewood, Bloomingdale, Truxton Circle, Eckington",166,38.91729,-77.01211,Entire Properties,4,https://www.airbnb.com/rooms/53377085,1,2,with hosted license,2012-02-25,within an hour,100%,94%,4.86,4.92,4.89,4.97,4.96,4.89,4.89,2.39
Massive Owner's Bedroom in Beautiful Townhouse,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",70,38.93346,-77.03116,Private room,2,https://www.airbnb.com/rooms/53381350,1.5,1,no information,2013-04-04,within an hour,100%,100%,5,5,5,5,5,5,5,0.03
Contemporary | Downtown | Views | Luxury,"Howard University, Le Droit Park, Cardozo/Shaw",172,38.9146,-77.02144,Entire Properties,4,https://www.airbnb.com/rooms/53401258,2,2,Exempt,2013-08-13,within an hour,100%,98%,4.76,4.85,4.94,4.91,4.82,4.55,4.64,1.19
Eastern Market Marvel-Walk to it all!,"Capitol Hill, Lincoln Park",174,38.88868,-76.99459,Entire Properties,4,https://www.airbnb.com/rooms/53413141,1,1,with hosted license,2021-11-18,within an hour,100%,95%,4.92,4.94,4.85,4.97,4.95,4.98,4.87,4.88
Stylish modern 2BR/2BA - Free Garage Parking!,"Union Station, Stanton Park, Kingman Park",129,38.89854,-76.99749,Entire Properties,6,https://www.airbnb.com/rooms/53415476,2,2,with hosted license,2014-07-23,within an hour,100%,100%,4.96,4.99,4.97,4.99,4.97,4.9,4.96,7.45
king-sized 3 bedroom 4 bed suite in Fairlawn,"Twining, Fairlawn, Randle Highlands, Penn Branch, Fort Davis Park, Fort Dupont",79,38.8736061,-76.97345349999999,Entire Properties,5,https://www.airbnb.com/rooms/53433009,1,3,with hosted license,2015-11-22,within a day,80%,78%,4,4.5,3,5,5,3.5,3.5,0.2
Oasis DC - Cheerful Apt - Gorgeous Garden Patio,"Brightwood Park, Crestwood, Petworth",98,38.95733,-77.0309,Entire Properties,3,https://www.airbnb.com/rooms/53455610,1,1,with hosted license,2008-11-25,within an hour,100%,100%,4.95,4.98,4.98,4.95,5,4.85,4.92,2.08
Lideta,"Edgewood, Bloomingdale, Truxton Circle, Eckington",49,38.91654,-76.99945,Private room,3,https://www.airbnb.com/rooms/53463244,2,1,with hosted license,2021-08-14,within an hour,97%,97%,4.7,4.72,4.6,4.85,4.8,4.49,4.66,4.8
Sunny 3 bedroom townhome with parking & backyard,"Brightwood Park, Crestwood, Petworth",210,38.94320886844988,-77.02118151597736,Entire Properties,5,https://www.airbnb.com/rooms/53463589,2,3,with hosted license,2010-08-19,within an hour,100%,67%,4.9,4.9,4.9,4.7,4.9,4.9,4.7,0.33
Gefersa,"Edgewood, Bloomingdale, Truxton Circle, Eckington",44,38.9164,-76.99979,Private room,2,https://www.airbnb.com/rooms/53464259,2,1,with hosted license,2021-08-14,within an hour,97%,97%,4.65,4.79,4.57,4.89,4.85,4.59,4.69,4.4
Merkato,"Edgewood, Bloomingdale, Truxton Circle, Eckington",44,38.91673,-76.99942,Private room,1,https://www.airbnb.com/rooms/53471089,2,1,with hosted license,2021-08-14,within an hour,97%,97%,4.71,4.82,4.71,4.88,4.83,4.55,4.64,4.88
Addis,"Edgewood, Bloomingdale, Truxton Circle, Eckington",46,38.91661,-77.00007,Private room,2,https://www.airbnb.com/rooms/53471128,2,1,with hosted license,2021-08-14,within an hour,97%,97%,4.65,4.71,4.61,4.84,4.83,4.47,4.61,4.18
"Modern, Spacious Unit in the Heart of D.C","Edgewood, Bloomingdale, Truxton Circle, Eckington",112,38.90729,-77.01126,Entire Properties,3,https://www.airbnb.com/rooms/53477382,1.5,1,no information,2021-11-22,within an hour,100%,100%,4.83,4.83,5,4.92,5,4,4.58,0.4
Charming Historic Capitol Hill Rowhouse,"Union Station, Stanton Park, Kingman Park",328,38.89758,-77.0022,Entire Properties,6,https://www.airbnb.com/rooms/53494834,1.5,2,with both hosted and unhosted license,2021-11-23,within an hour,100%,100%,4.75,4.82,4.78,4.94,4.92,4.97,4.73,2.86
Million Dollar Views | Georgetown |Patios |Parking,"Georgetown, Burleith/Hillandale",727,38.90418,-77.06661,Entire Properties,12,https://www.airbnb.com/rooms/53556450,3,6,Exempt,2013-08-13,within an hour,100%,98%,4.67,4.76,4.76,4.87,4.78,4.64,4.47,1.49
Designer apt with high end finishes and furnishing,"Capitol Hill, Lincoln Park",250,38.887825,-76.988899,Entire Properties,5,https://www.airbnb.com/rooms/53559268,1,2,with hosted license,2016-12-22,within an hour,100%,100%,5,5,5,4.92,4.94,4.98,4.96,1.83
Sojourn at The Paden | Capitol Hill | Pets Welcome,"Capitol Hill, Lincoln Park",140,38.8804,-76.99598,Entire Properties,4,https://www.airbnb.com/rooms/53570414,1,1,Exempt,2015-07-29,within an hour,99%,99%,4.64,4.7,4.66,4.88,4.86,4.9,4.46,1.65
Cheerful 3-bedroom home w/parking. Close to metro,"River Terrace, Benning, Greenway, Dupont Park",218,38.89453,-76.95518,Entire Properties,7,https://www.airbnb.com/rooms/53593057,3,3,with hosted license,2014-10-22,within a day,70%,84%,4.81,4.86,4.81,4.97,4.97,4.28,4.67,1.28
"Beautiful and Modern private room, Near everything","River Terrace, Benning, Greenway, Dupont Park",44,38.88673,-76.94931,Private room,1,https://www.airbnb.com/rooms/53593937,1.5,1,no information,2019-11-08,within a few hours,100%,55%,4.82,4.76,4.82,4.82,4.94,4.24,4.76,0.55
Full Bedroom A in #808: Anacostia,Historic Anacostia,46,38.86366,-76.98635,Private room,1,https://www.airbnb.com/rooms/53605333,1,3,no information,2019-09-13,within a day,100%,90%,4.57,NA,NA,NA,NA,NA,NA,NA
One bedroom Spacious Apartment in Washington DC,"Cathedral Heights, McLean Gardens, Glover Park",100,38.93064,-77.0777,Entire Properties,4,https://www.airbnb.com/rooms/53630906,1,1,no information,2014-05-14,within a few hours,100%,100%,5,5,5,5,5,5,5,0.03
"Blueground | Mt Vernon, gym, pool, nr metro","Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",128,38.9034401,-77.01598609999996,Entire Properties,2,https://www.airbnb.com/rooms/53636647,1,1,no information,2016-12-16,within an hour,100%,97%,5,5,5,5,5,5,4,0.05
Elegant Red-Brick Townhouse,"Howard University, Le Droit Park, Cardozo/Shaw",98,38.91553,-77.02465,Private room,2,https://www.airbnb.com/rooms/53647490,1,1,no information,2016-05-23,within a day,100%,100%,4.85,4.85,4.55,4.85,4.82,5,4.94,1.16
"❤ Newly renovated 1br/1ba apt, central location ❤","Kalorama Heights, Adams Morgan, Lanier Heights",160,38.92403,-77.03922,Entire Properties,4,https://www.airbnb.com/rooms/53648674,1,1,with hosted license,2014-03-03,within an hour,100%,100%,4.99,5,5,5,5,4.97,4.87,2.3
"Spacious, stylish Capitol Hill home (free parking)","Capitol Hill, Lincoln Park",131,38.88568,-76.98749,Entire Properties,4,https://www.airbnb.com/rooms/53657060,1,1,with hosted license,2014-12-30,within an hour,100%,100%,4.84,4.89,4.84,4.94,4.94,4.87,4.82,5.43
Chevy Chase 3 BR Chic Comfortable Spacious Luxury,"Hawthorne, Barnaby Woods, Chevy Chase",336,38.96846,-77.07306,Entire Properties,6,https://www.airbnb.com/rooms/53659699,1,3,with hosted license,2021-06-25,within an hour,100%,100%,4.91,4.89,4.94,4.91,4.94,4.97,4.82,2.24
Large home in H Street Corridor-4 Bed/ 3 Full Bath,"Union Station, Stanton Park, Kingman Park",475,38.8969,-76.98282,Entire Properties,9,https://www.airbnb.com/rooms/53665527,3,4,with hosted license,2013-07-24,within an hour,100%,98%,4.78,4.91,4.78,5,4.98,4.67,4.7,1.52
Cheerful 2BR~10mins walk to Columbia Heights Metro,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",120,38.92902,-77.020744,Entire Properties,5,https://www.airbnb.com/rooms/53665983,1.5,2,with hosted license,2019-09-22,within an hour,100%,100%,4.67,4.67,4.5,4.5,4.72,4.44,4.67,0.63
One-Room Getaway within Shared DC Urban Oasis,"Congress Heights, Bellevue, Washington Highlands",44,38.83125,-77.0099,Private room,1,https://www.airbnb.com/rooms/53699242,1,1,with both hosted and unhosted license,2013-03-03,within an hour,96%,95%,5,5,5,5,5,5,5,0.17
"Convenient , modern, and private unit in Petworth","Brightwood Park, Crestwood, Petworth",149,38.93928,-77.0196,Entire Properties,4,https://www.airbnb.com/rooms/53706076,1,1,with hosted license,2011-09-21,within an hour,100%,100%,4.95,4.96,4.96,4.93,4.95,4.84,4.85,4.53
Cozy Basement Guest Unit with Free Street Parking,"Capitol View, Marshall Heights, Benning Heights",64,38.8778,-76.94108,Entire Properties,2,https://www.airbnb.com/rooms/53709148,1,1,with hosted license,2017-10-08,within an hour,100%,100%,4.7,4.85,4.9,4.83,4.93,4.36,4.78,7.31
"Blueground | Mt Vernon, pool & w/d, nr Chinatown","Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",143,38.9039806,-77.01677649999999,Entire Properties,2,https://www.airbnb.com/rooms/53712530,1,1,no information,2016-12-16,within an hour,100%,97%,4.94,NA,NA,NA,NA,NA,NA,NA
Queen Bedroom C in #807: Shaw,"Howard University, Le Droit Park, Cardozo/Shaw",55,38.91589547305194,-77.02079065004187,Private room,1,https://www.airbnb.com/rooms/53714572,1,3,no information,2019-09-13,within a day,100%,90%,4.41,NA,NA,NA,NA,NA,NA,NA
Luxury Boutique Condo In The Heart Of D.C,"Southwest Employment Area, Southwest/Waterfront, Fort McNair, Buzzard Point",375,38.86482,-77.01136,Entire Properties,2,https://www.airbnb.com/rooms/53739232,2,2,no information,2015-05-20,within a day,100%,100%,4.93,5,4.93,4.9,5,4.97,4.86,0.94
"Best Location EVER! 2BR/2BA, Pet friendly","Dupont Circle, Connecticut Avenue/K Street",309,38.91791,-77.03998,Entire Properties,5,https://www.airbnb.com/rooms/53741239,2,2,with hosted license,2013-10-08,within an hour,100%,98%,4.82,4.81,4.86,4.84,4.91,4.94,4.69,3.21
"Cozy Pet-Friendly Suite Near Zoo, UDC & Hillwood","North Cleveland Park, Forest Hills, Van Ness",106,38.94232,-77.05991,Entire Properties,5,https://www.airbnb.com/rooms/53742666,1,1,with hosted license,2012-10-03,within an hour,100%,96%,4.69,4.69,4.64,4.85,4.89,4.84,4.57,2.51
"Relax-Release-Reset, 4 bd home, metro/bus access","Capitol View, Marshall Heights, Benning Heights",450,38.89311,-76.93753,Entire Properties,16,https://www.airbnb.com/rooms/53756145,2.5,4,Exempt,2019-07-19,within an hour,100%,100%,4.72,4.77,4.72,4.89,4.84,4.33,4.65,2.04
Cozy Suite in the Heart of DC,"Edgewood, Bloomingdale, Truxton Circle, Eckington",105,38.91108,-77.01214,Entire Properties,3,https://www.airbnb.com/rooms/53784315,1,1,with hosted license,2013-11-11,within an hour,100%,95%,4.63,4.82,4.63,4.7,4.68,4.48,4.64,4.05
Cozy one bedroom apt w/ washer dryer,"Congress Heights, Bellevue, Washington Highlands",59,38.84848,-77.00134,Entire Properties,3,https://www.airbnb.com/rooms/53795630,1,1,with hosted license,2020-08-26,within a few hours,90%,100%,4.06,4.29,3.85,4.85,4.68,3.74,4.32,1.11
DC A lovely urban oasis condo,"Brookland, Brentwood, Langdon",159,38.91957,-76.98672,Entire Properties,4,https://www.airbnb.com/rooms/53811949,1,2,with hosted license,2021-05-06,within an hour,100%,100%,4.79,4.82,4.79,4.9,4.94,4.26,4.75,4.15
1 Block From Metro | Capitol Hill English Basement,"Capitol Hill, Lincoln Park",165,38.889,-76.97858,Entire Properties,2,https://www.airbnb.com/rooms/53834887,1,1,with hosted license,2015-03-16,within an hour,100%,100%,5,5,5,4.99,5,4.97,4.95,5.09
Entire 3-Bedroom Retreat Free Parking & Amenities,"Capitol View, Marshall Heights, Benning Heights",225,38.88559,-76.91949,Entire Properties,8,https://www.airbnb.com/rooms/53849506,2,3,Exempt,2021-08-19,within a day,70%,93%,4.42,4.49,4.35,4.75,4.51,3.97,4.29,2.11
Gorgeous 2BR/2BA in the heart of Washington,"Shaw, Logan Circle",234,38.91279,-77.01947,Entire Properties,6,https://www.airbnb.com/rooms/53862600,2,2,with both hosted and unhosted license,2020-07-29,within an hour,100%,99%,4.85,4.88,4.86,4.96,4.83,4.77,4.82,4.55
Luxury 2 bedroom townhouse,"Sheridan, Barry Farm, Buena Vista",160,38.86089,-76.98988,Entire Properties,6,https://www.airbnb.com/rooms/53870519,1.5,2,with hosted license,2021-05-24,within a few hours,100%,100%,4.9,5,5,4.7,4.9,4.5,4.9,0.33
"Blueground | H St, gym, nr Union Station","Union Station, Stanton Park, Kingman Park",136,38.900449,-77.000936,Entire Properties,2,https://www.airbnb.com/rooms/53877691,1,1,no information,2016-12-16,within an hour,100%,97%,5,5,5,5,5,5,4.33,0.21
Cozy Capitol Hill English Basement,"Capitol Hill, Lincoln Park",98,38.88677,-76.97949,Entire Properties,2,https://www.airbnb.com/rooms/53895342,1,1,with hosted license,2016-08-24,within an hour,100%,97%,4.98,4.99,4.98,4.98,5,4.9,4.96,3.43
Cozy Pvt Bottom Floor & Pvt Bathroom near dtwn,"North Michigan Park, Michigan Park, University Heights",53,38.94208,-76.99764,Private room,2,https://www.airbnb.com/rooms/53920338,1,1,no information,2015-03-06,within an hour,100%,92%,4.82,NA,NA,NA,NA,NA,NA,NA
Eclectic 1-bedroom place with free street parking,"Brookland, Brentwood, Langdon",103,38.92763,-76.98356,Entire Properties,2,https://www.airbnb.com/rooms/53926412,1,1,with hosted license,2014-08-02,within an hour,100%,100%,4.92,4.93,4.78,4.99,4.97,4.82,4.93,2.72
Sonder Georgetown C&O | Studio Apartment,"Georgetown, Burleith/Hillandale",197,38.90428,-77.05929,Entire Properties,2,https://www.airbnb.com/rooms/53938276,1,1,Exempt,2018-10-08,within an hour,99%,100%,4.1,4.37,4.23,4.37,4.1,4.9,4.3,1.01
Sonder Georgetown C&O | Spacious Studio Apartment,"Georgetown, Burleith/Hillandale",207,38.90355,-77.05872,Entire Properties,2,https://www.airbnb.com/rooms/53939232,1,1,Exempt,2018-10-08,within an hour,99%,100%,4.58,4.53,4.64,4.66,4.52,4.89,4.51,5.4
Sonder Georgetown C&O | Superior Studio Apartment,"Georgetown, Burleith/Hillandale",194,38.90391,-77.05744,Entire Properties,4,https://www.airbnb.com/rooms/53939250,1,2,Exempt,2018-10-08,within an hour,99%,100%,4.54,4.66,4.64,4.82,4.65,4.93,4.56,7.99
Sonder Georgetown C&O | 1BR Apartment w/ Terrace,"Georgetown, Burleith/Hillandale",265,38.90441,-77.0575,Entire Properties,4,https://www.airbnb.com/rooms/53939485,1,1,Exempt,2018-10-08,within an hour,99%,100%,4.44,4.54,4.49,4.68,4.41,4.8,4.49,1.36
Sonder Georgetown C&O | One-Bedroom Apartment,"Georgetown, Burleith/Hillandale",230,38.90567,-77.0576,Entire Properties,4,https://www.airbnb.com/rooms/53939672,1,1,Exempt,2018-10-08,within an hour,99%,100%,4.4,4.49,4.46,4.64,4.52,4.84,4.35,7.36
Vibrant 2BR Pad near the White House & Nat'l Mall,"Dupont Circle, Connecticut Avenue/K Street",350,38.90225,-77.03596,Entire Properties,4,https://www.airbnb.com/rooms/53941334,1,2,Exempt,2019-08-26,within an hour,100%,99%,4.82,4.86,4.91,4.91,4.97,4.97,4.75,4.87
Elegant 2BR/1BA Home | Nestled in Serene SE Locale,"Fairfax Village, Naylor Gardens, Hillcrest, Summit Park",109,38.85456,-76.96491,Entire Properties,6,https://www.airbnb.com/rooms/53950117,1,2,with hosted license,2015-04-01,within an hour,100%,98%,4.53,4.77,4.72,4.57,4.8,4.28,4.52,2.03
Ideal for Nurses/ long stays! Beautifully designed,"Lamont Riggs, Queens Chapel, Fort Totten, Pleasant Hill",58,38.9612,-76.99665,Private room,1,https://www.airbnb.com/rooms/53952328,1,1,no information,2021-08-24,within an hour,100%,100%,4.85,NA,NA,NA,NA,NA,NA,NA
"Beautiful 1 Bedroom Rental, Steps away from Metro","Mayfair, Hillbrook, Mahaning Heights",99,38.89814,-76.94344,Entire Properties,2,https://www.airbnb.com/rooms/53955682,1,1,no information,2009-12-09,within an hour,100%,93%,4.9,4.9,5,5,5,4.3,4.9,0.33
Washingtonian Designer Studio near The White House,"Dupont Circle, Connecticut Avenue/K Street",207,38.90451,-77.03642,Entire Properties,2,https://www.airbnb.com/rooms/53957479,1,1,Exempt,2019-08-26,within an hour,100%,99%,4.93,4.96,4.94,4.93,4.98,4.98,4.91,5.95
